"","LST_day","LST_night","NDWI","NDVI","TMAX","TMIN","PRCP"
"2009-01-01",0.86905193877551,-5.60608408163265,-0.109258979591837,0.211570510204082,1.73824807142857,-6.25680228571429,1.96794735714286
"2009-01-09",-5.12718163265306,-17.9479283673469,0.156672551020408,0.13753112244898,-2.34848086734694,-14.448996377551,7.56144092857143
"2009-01-17",-0.332180612244898,-9.65474520408163,0.188339693877551,0.137122653061224,-0.0269157857142859,-11.685069744898,1.95706952040816
"2009-01-25",-2.60507265306122,-10.8392023469388,0.638064081632653,4.69387755101903e-06,-3.15167487755102,-11.8132607142857,11.0837270408163
"2009-02-02",3.06071581632653,-7.415695,0.345467755102041,0.0880192857142857,3.59464472193878,-7.6200704872449,1.35142035714286
"2009-02-10",8.51297040816327,0.321650918367347,-0.0768631632653061,0.247478163265306,8.09622714795918,-1.48555895408163,32.7388780102041
"2009-02-18",4.42671551020408,-8.97925591836735,-0.0977439795918367,0.217806632653061,3.61375849234694,-8.04400247193878,4.34121106122449
"2009-02-26",7.7148012244898,-6.66813928571429,-0.19946,0.238086326530612,5.82852820408163,-5.5289281122449,16.9607860612245
"2009-03-06",15.4250952040816,0.393107448979592,-0.138563571428571,0.241058979591837,13.8284630102041,1.10230201020408,43.310365244898
"2009-03-14",20.4028516326531,0.621664795918367,-0.191461428571429,0.258866326530612,16.9350465510204,0.752132397959184,2.83855709183673
"2009-03-22",15.5924237755102,2.25886989795918,-0.00289295918367347,0.206159897959184,15.0224548877551,3.65186666326531,38.5555121122449
"2009-03-30",16.6065142857143,0.508660612244898,-0.13192693877551,0.291673571428571,14.288721744898,1.22959469387755,30.6105258469388
"2009-04-07",18.2872751020408,-1.47666224489796,-0.14951693877551,0.297668265306122,13.7332965408163,0.357727816326531,33.7453716530612
"2009-04-15",23.6739276530612,2.16023326530612,-0.159303469387755,0.303546530612245,18.4912598469388,4.16674679591837,27.216780244898
"2009-04-23",25.7110831632653,8.56620586734694,-0.0506815306122449,0.251690408163265,23.8501682040816,11.1055362040816,51.2620898673469
"2009-05-01",26.8936936734694,11.7897113265306,-0.0999732653061225,0.34087387755102,22.7402019795918,10.9330342346939,25.9298713979592
"2009-05-09",24.6253081632653,7.90181336734694,-0.12225612244898,0.344238163265306,22.2424964795918,9.58754735714286,69.038512877551
"2009-05-17",30.6292991836735,9.52470969387755,-0.135142244897959,0.327202653061224,26.1718546428571,10.6555551734694,1.23612278571429
"2009-05-25",32.9022806122449,11.8826316326531,-0.127582244897959,0.36213887755102,26.9092604081633,13.6278835918367,35.2969302040816
"2009-06-02",31.4187741836735,11.0263921428571,-0.106181632653061,0.339197346938776,26.8776424387755,12.7700720267857,28.4504994183673
"2009-06-10",30.7424451020408,15.575732755102,-0.0338031632653061,0.401343163265306,26.9569030306122,16.0297164617347,38.1900637857143
"2009-06-18",34.5215524489796,21.6646393877551,-0.0208948979591837,0.494896428571429,32.8274516020408,21.3555241721939,38.1932863469388
"2009-06-26",33.591666122449,17.1685083673469,0.0292987755102041,0.551345204081633,29.8489611632653,17.3176608112245,8.16471002040816
"2009-07-04",28.9693283673469,16.6674028571429,0.167016020408163,0.640469795918367,27.6513610714286,17.0795127665816,43.9102731122449
"2009-07-12",27.6970323469388,15.2908451020408,0.242919489795918,0.726253265306122,26.6487450714286,15.8131015484694,26.3001187040816
"2009-07-20",26.553273877551,14.8449460204082,0.302304693877551,0.766634387755102,26.681240244898,15.5610933201531,23.4224835816327
"2009-07-28",25.1779525510204,15.2214578571429,0.338035816326531,0.816150612244898,26.6608721020408,15.943566255102,17.8377087959184
"2009-08-05",27.36025,17.4628110204082,0.35689387755102,0.85957,28.6770076938776,18.0219019693878,21.4548648571429
"2009-08-13",27.4225313265306,16.3468865306122,0.372819489795918,0.861645918367347,28.690164744898,17.5349040816327,43.6721954183673
"2009-08-21",24.0066967346939,13.2450273469388,0.366212653061224,0.839983469387755,25.2597455510204,14.3105972346939,27.0731775816327
"2009-08-29",23.4020467346939,10.654396122449,0.35542387755102,0.833743673469388,23.5319379387755,11.1463969183673,5.59806218367347
"2009-09-06",25.0823029591837,14.1698670408163,0.309396224489796,0.801011734693878,25.9176967767857,14.5421537997449,12.5048467346939
"2009-09-14",25.3758914285714,11.7273158163265,0.245442755102041,0.726562857142857,25.6287529209184,12.5245504668367,15.9294689081633
"2009-09-22",23.110946122449,11.104077755102,0.109681020408163,0.604003469387755,23.1001083915816,12.9545890625,20.0963953265306
"2009-09-30",20.8111960204082,5.61385551020408,0.0294863265306122,0.50709612244898,18.39855075,6.12619246428571,23.9179549183673
"2009-10-08",16.0087190816327,3.16595505102041,0.0436112244897959,0.29678612244898,12.8297717232143,3.57586964923469,64.5856488469388
"2009-10-16",17.8003203061224,1.97939153061224,-0.117129897959184,0.348209081632653,15.9101075739796,4.51894897704082,41.0767715918367
"2009-10-24",14.4054698469388,5.94649209183673,-0.100044081632653,0.303025408163265,15.6695979859694,6.58943587627551,54.6501807040816
"2009-11-01",17.9535003061225,3.65008020408163,-0.189511836734694,0.274289387755102,16.9427338571429,3.27970995918367,0.360194040816327
"2009-11-09",15.8580996938776,1.76900244897959,-0.165907040816327,0.256403265306122,16.165266877551,4.05065454081633,13.4102094183673
"2009-11-17",14.6541837755102,2.14339479591837,-0.113762755102041,0.264520612244898,12.4585090612245,3.21538679591837,27.5933537653061
"2009-11-25",10.7887213265306,0.480442653061224,-0.152,0.262042551020408,10.4107197981859,0.795458725623583,14.1369958469388
